user_id,client_location,activity,marital,tenure,gender,customer_satisfaction_score,customer_satisfaction_score_red,spending_to_lifetime,num_accounts,OBS_DATE,churn
adf05d41-d310-46c0-8827-05e222c30d48,Dortmund,Standard,Single,60.0,F,8628.424463725387,3.451369785490155,0.027976913958255,1.0,,1.0
38f6202e-a7ea-4a77-a5f7-950e0cc16526,Dusseldorf,Frequent,Divorced,81.0,M,14541.833709272014,5.816733483708806,0.0094331536593991,1.0,2015-01-22 00:00:00,0.0
c7c1bc3c-36aa-4709-9f3a-435442a35541,Dusseldorf,Standard,Married,69.0,F,7653.124074849497,3.061249629939799,0.0055675978337033,2.0,2010-03-22 00:00:00,0.0
dcae3d0d-30ae-45c4-82f3-5cc65c962b3e,Berlin,Frequent,Single,97.0,F,7000.1401451786805,2.800056058071472,0.0115285305353578,1.0,2014-09-25 00:00:00,1.0
8d1dea58-67ca-4936-951e-4591fc61189d,Hamburg,,Separated,930.0,M,8016.93181243849,3.206772724975396,0.0311963656217871,1.0,2008-10-16 00:00:00,
d910c888-b09c-46b9-b8ae-47d85eb120bd,Dusseldorf,Occasional,Separated,27.0,F,9348.382228869066,3.739352891547626,0.0693126616211938,1.0,Not avail.,0.0
6d24af8e-94bf-45d2-ba28-a40bce8970f7,Berlin,Standard,Single,59.0,M,9691.53587632493,3.876614350529972,Not avail.,1.0,2016-09-25 00:00:00,0.0
eaf1f08d-426d-4365-b75e-e90727ee0a30,Hamburg,Standard,Divorced,69.0,M,9142.31474058284,3.656925896233136,0.0120834650987311,1.0,2011-02-15 00:00:00,0.0
6bf2e5f3-e85c-4de1-a12d-20f85facdbb7,Dusseldorf,Standard,Single,69.0,M,9324.339819652752,3.729735927861101,0.0056114417653678,1.0,2014-01-07 00:00:00,0.0
1a1fe93b-07ad-42bb-b4fe-1d879e858737,Munich,Standard,Single,71.0,F,6315.418477724978,2.526167391089992,0.0195985730216348,1.0,2010-11-07 00:00:00,0.0
cf2d951a-06f6-434d-b086-d22bcfc1b61c,Munich,Occasional,Single,720.0,F,7143.636768986849,2.85745470759474,0.1238496288706764,1.0,2009-05-23 00:00:00,1.0
dd70ed48-053b-4366-ab2f-c18d543a5142,Essen,Frequent,Living together,81.0,M,11402.926186753875,4.56117047470155,0.010246962336364,1.0,2013-05-01 00:00:00,0.0
fd471d0c-2e33-4d9d-b748-e5fe64a3e848,Essen,Frequent,Single,3900.0,F,6251.861085637008,2.5007444342548037,0.0053591112179999,1.0,2008-05-26 00:00:00,0.0
0d0fbd03-d5f5-4988-a74b-da47c7b15080,Dortmund,Standard,Married,59.0,M,8011.060058328496,3.2044240233313985,0.0097355752556084,2.0,2010-11-06 00:00:00,0.0
fd7c625f-0abc-4415-afcd-a473434b8a5f,Cologne,Standard,Married,77.0,M,11732.640262100256,4.693056104840102,0.0082832077788069,1.0,2010-12-03 00:00:00,0.0
60fe337f-f0a8-4b72-b048-91943c1fa57a,Cologne,Frequent,Living together,102.0,F,12698.304697655962,5.079321879062385,Not avail.,1.0,2014-09-24 00:00:00,0.0
b09dc81f-373e-435e-883e-fadb53fed212,Dortmund,Occasional,Divorced,56.0,M,10661.882918376832,4.264753167350733,0.0449792159477602,1.0,2011-03-10 00:00:00,0.0
29db81c5-401d-471a-bc49-504cc023998d,Hamburg,Frequent,Separated,114.0,M,9348.824105199184,3.739529642079674,0.0048855114562169,2.0,2010-03-18 00:00:00,0.0
e8acee33-950e-4a4b-8dce-ae87203972e2,Stuttgart,Frequent,Divorced,93.0,F,8625.557931369367,3.450223172547747,0.0104526772091881,1.0,2015-04-07 00:00:00,0.0
7afda2ae-1b6e-47e3-900e-55f8bf6ef033,Dortmund,Frequent,Separated,86.0,M,13463.522955533248,5.385409182213299,0.0090364828266893,1.0,2011-07-05 00:00:00,0.0
b6ba1671-a488-4240-bff2-b02a78df2c89,Frankfurt am Main,Occasional,Divorced,18.0,M,7029.117217999834,2.8116468871999336,0.156874272051835,1.0,2013-01-18 00:00:00,0.0
642d4f45-ce90-498e-bbb6-3b05993aed1e,Bremen,Occasional,Divorced,25.0,F,8620.82203428186,3.4483288137127444,0.0473299248471934,1.0,2018-01-07 00:00:00,Not avail.
c1166e01-6706-407b-8d12-6917f2691af1,Hamburg,Frequent,Divorced,Not avail.,F,7579.165962655858,3.031666385062343,0.0093710435894639,1.0,2009-02-22 00:00:00,0.0
064146b2-8389-4292-953c-4d065aa74977,Frankfurt am Main,Frequent,Single,2700.0,M,9404.538398178373,3.761815359271349,0.0074504501732003,1.0,2009-10-18 00:00:00,0.0
d160df6d-813e-4e6b-9635-2651658f6fd7,Hamburg,Standard,Separated,Not avail.,M,8653.874105274534,3.461549642109813,0.0187853750717456,1.0,2017-11-18 00:00:00,0.0
886ae689-1df8-4519-96d8-7ec586bca6af,Leipzig,Occasional,Single,14.0,F,10533.495485283926,4.21339819411357,0.0697271045701791,1.0,2017-04-15 00:00:00,0.0
04bfc96d-5b06-45b4-88ef-90986ac9b507,Leipzig,Standard,Not avail.,64.0,M,10133.673645225685,4.053469458090274,0.0322333538347493,1.0,2016-05-18 00:00:00,0.0
c9008b55-b32b-42b5-958a-44f9b48513a4,Berlin,Occasional,Not avail.,900.0,M,10029.916422133245,4.011966568853298,0.0297486554488971,1.0,2008-07-14 00:00:00,0.0
ca390f64-3def-47e8-bfa0-516b506b7844,Munich,Frequent,Single,98.0,M,11182.513546563318,4.473005418625327,0.009942144535723,1.0,2015-08-11 00:00:00,0.0
daf9d243-45a0-424c-be10-e90cfc06088e,Berlin,Frequent,Single,2970.0,F,10527.385046337924,4.21095401853517,0.0037299133391049,2.0,2008-09-20 00:00:00,0.0
635655dd-491e-4189-a0e1-64d3d4ebb11a,Leipzig,Standard,Divorced,51.0,F,6755.117829540608,2.702047131816243,0.0122693648465256,1.0,2013-08-14 00:00:00,0.0
a269dfed-9d17-47a4-bcd6-e00912b3b8ea,Stuttgart,Frequent,Separated,87.0,M,8232.563785396816,3.293025514158727,0.0100548697573754,2.0,2011-06-16 00:00:00,0.0
2b2e9e58-0e71-4c86-adf9-a6165b921a35,Dortmund,Standard,Separated,57.0,F,9076.35245414278,3.630540981657112,0.0205942222515672,1.0,2015-09-15 00:00:00,0.0
9c0320ad-3ae7-4668-b91e-8cbccaa3f211,Berlin,Standard,Single,57.0,M,9273.692428461189,3.709476971384476,0.008457223705055,2.0,2012-03-10 00:00:00,0.0
c299425c-cd69-4321-8338-c758a1fd1527,Berlin,Frequent,Separated,98.0,F,6042.617714830392,2.417047085932157,0.0057966741281308,1.0,2013-05-15 00:00:00,0.0
82a27385-e6f0-4492-96f4-4d8648a354d1,Dortmund,Standard,Single,55.0,M,12411.337455760897,4.964534982304358,0.0146815265552644,1.0,Not avail.,0.0
192af2ad-4e47-4e52-8598-581d4d45bd83,Bremen,Frequent,Divorced,110.0,F,,Not avail.,0.0055189041990036,2.0,2011-08-12 00:00:00,0.0
746cf23f-ec22-4207-b0a1-1ec6c30eefd6,Stuttgart,Frequent,Single,114.0,F,8622.4548174495,3.4489819269798,0.0039758939436812,1.0,2015-09-05 00:00:00,0.0
1dac4533-5fc6-4f54-927c-8ed555ef52ea,Essen,2,Living together,51.0,F,6820.396560740549,2.72815862429622,0.0172328766809632,1.0,2013-02-17 00:00:00,1.0
3987bbcd-c393-4fe9-9296-b204428f3408,Munich,Frequent,Single,111.0,F,12055.932522486624,4.82237300899465,0.0034041654001876,,Not avail.,0.0
2ff8b73c-e276-4241-a420-80427188ac24,Essen,Standard,Divorced,38.0,M,11933.248947613682,4.773299579045473,0.0249988996982329,1.0,2016-04-24 00:00:00,
ff11fabb-1ec0-437f-a65c-e4f90153cc79,Dusseldorf,Not avail.,Separated,57.0,F,13496.998173522084,5.398799269408833,0.0149956343931695,1.0,2014-04-09 00:00:00,0.0
69f363a4-42c1-4ad2-a220-9d5f437909de,Stuttgart,Frequent,Living together,97.0,F,7601.971388625253,3.040788555450101,0.0044839503551363,1.0,,0.0
288fbb3a-e4a9-49ab-be13-929d21d5519b,Dusseldorf,Frequent,Living together,133.0,F,8568.459285985968,3.427383714394387,0.0016046571485343,1.0,2013-01-23 00:00:00,0.0
27612205-627a-4ffc-9b77-8c47453676c5,Cologne,Occasional,Divorced,66.0,F,11356.70264504298,4.542681058017192,0.0706981763010477,1.0,2010-10-27 00:00:00,0.0
9d19c011-c9d1-44e2-95a5-c03adc1afef7,Frankfurt am Main,Standard,Single,44.0,F,7923.099020498038,3.169239608199215,0.0162378900655706,1.0,2013-01-26 00:00:00,1.0
a6c4e318-dd8c-4865-b4da-77a9f71a1a56,Dusseldorf,Frequent,Single,98.0,M,10090.575976095104,4.036230390438042,0.0143819258602179,1.0,2017-06-11 00:00:00,0.0
d73656aa-ba41-44ef-9bb5-05e109d12e71,Berlin,Occasional,,42.0,M,Not avail.,,,1.0,2014-07-13 00:00:00,0.0
c8c198c5-31ea-4651-aefe-08c3cdba28bb,Cologne,Standard,Single,68.0,F,6114.615015830247,2.445846006332099,0.0059906607299753,1.0,2011-07-29 00:00:00,1.0
8d209ba3-6ae7-4cc5-8d94-fc03d11142d4,Dortmund,Standard,Single,32.0,M,8281.403611318085,3.312561444527234,0.0363062948641116,1.0,2010-06-06 00:00:00,0.0
e5703fe7-07da-46a7-ae9d-015581958084,Leipzig,Frequent,Living together,3240.0,F,7246.633208441965,2.898653283376786,0.0045781515822662,1.0,2008-09-11 00:00:00,0.0
158a507f-db94-428d-b32b-9d84c4a41fa0,Leipzig,Standard,Single,71.0,M,7485.5164072978,2.99420656291912,0.0146979270043857,1.0,2014-03-01 00:00:00,1.0
a28c7c40-5f44-46c3-acde-e9bdfcbcfd64,Cologne,Frequent,Single,2550.0,M,14355.490232641065,5.7421960930564255,0.008175600034596,1.0,2008-01-14 00:00:00,0.0
ae12b7e8-fa46-4a31-af9e-fb8e35a33993,Munich,Frequent,Living together,2970.0,F,8990.143367839923,3.596057347135969,0.0044415702361183,1.0,2009-05-24 00:00:00,0.0
eab2138d-ab3e-414f-8dad-314061242474,Leipzig,Frequent,Single,110.0,F,7277.442824803596,2.9109771299214384,0.0062177286420115,1.0,2015-12-17 00:00:00,0.0
4b1b64cd-cd29-4641-9cad-655438192c4a,Dortmund,Occasional,Living together,92.0,F,,,0.01042005332219,1.0,2013-01-08 00:00:00,0.0
3d575241-462f-4768-b7ed-fca77d3bf5bb,Hamburg,Frequent,Married,79.0,F,6902.251897700906,2.7609007590803625,0.0044630957853926,1.0,2010-01-18 00:00:00,0.0
e10a2eca-accc-46c0-9a3f-99082a0d6751,Dusseldorf,Standard,Living together,61.0,F,9875.653862109222,3.950261544843689,0.0120139924732479,1.0,2011-11-30 00:00:00,0.0
2f36312b-1e16-4586-a43f-f9e313022622,Dusseldorf,Not avail.,Single,40.0,F,7890.538263809024,3.156215305523609,0.0260853220638826,1.0,2017-08-13 00:00:00,0.0
fab60996-76a7-414c-831b-43e326732a56,Dortmund,Standard,Single,42.0,F,7971.966774126125,3.18878670965045,0.0363725958607829,1.0,2016-08-12 00:00:00,1.0
a73e9d55-8de8-4380-9a69-8e72564fa9de,Frankfurt am Main,Occasional,Single,23.0,M,6779.602568745477,2.7118410274981906,0.0774527640504509,1.0,2011-07-22 00:00:00,0.0
7df58131-3ff0-4348-bd3d-016130e36de1,Leipzig,Standard,Divorced,69.0,M,13712.105138383688,5.484842055353475,0.01118183195237,1.0,2013-05-22 00:00:00,Not avail.
d447dbad-0c8d-4e5f-bd8a-44eadb396f08,Frankfurt am Main,,Living together,98.0,M,11371.05349372795,4.54842139749118,0.0051662965414771,1.0,2017-02-07 00:00:00,0.0
fb58f9d2-d20e-4182-aa71-f06cb214fb65,Cologne,Frequent,Living together,80.0,F,8783.053323022315,3.513221329208926,0.0051446420076285,1.0,2016-12-30 00:00:00,0.0
1cbbeeaf-7393-43f1-ac34-930a4924b5f5,Munich,Occasional,Separated,19.0,M,7654.796812645789,3.0619187250583155,,1.0,2013-04-02 00:00:00,1.0
e670ba45-f74e-4d78-a568-78009f28b020,Frankfurt am Main,Frequent,Single,151.0,F,6346.792008625227,2.538716803450091,0.0036434448903649,1.0,2010-05-27 00:00:00,0.0
888b84f5-153d-4df6-b3ff-07a2818a12d8,Frankfurt am Main,Frequent,Divorced,101.0,F,6681.914754491491,2.672765901796597,0.0384206779516491,1.0,2015-03-24 00:00:00,0.0
1a5c990c-0174-4117-bf14-9af169614407,Essen,Frequent,Single,104.0,M,8411.993877311732,3.364797550924693,0.0019318754977979,1.0,2013-06-15 00:00:00,0.0
1d0a18f0-0e2b-4e8c-a78f-5e7181d54f36,Essen,Frequent,Single,96.0,M,8544.912260222838,3.417964904089135,0.0057142548387927,1.0,2016-11-13 00:00:00,0.0
4125a30e-3537-447b-ae2f-54241c881adb,Stuttgart,Standard,Separated,49.0,M,8167.365185958971,3.2669460743835885,0.021529782135954,2.0,2017-12-04 00:00:00,0.0
f2e18822-8ee2-4849-8e05-92e140027e2b,Leipzig,Occasional,Living together,23.0,M,6710.879583994516,2.6843518335978063,0.0262858023197661,1.0,2011-11-03 00:00:00,0.0
1c36fda4-3250-48ed-ae84-180edb56f2ce,Munich,Standard,Divorced,54.0,M,12037.886002012756,4.815154400805103,Not avail.,1.0,2010-07-11 00:00:00,0.0
45aba6d0-5652-4c50-b129-46d1e9a47077,Leipzig,Standard,Single,55.0,M,9522.74912291625,3.8090996491665,0.0110050773798451,1.0,2017-12-28 00:00:00,0.0
d0df1dbe-15cb-4647-b58d-567783b84af8,Frankfurt am Main,1,Single,39.0,F,12598.05264910228,5.039221059640911,0.0416852628659756,1.0,2017-09-05 00:00:00,
c463b687-c322-4b2f-9413-81d0f6585fa3,Frankfurt am Main,Standard,Single,59.0,M,8657.202311844781,3.4628809247379126,0.0168590399023774,1.0,2014-07-31 00:00:00,0.0
26263159-754f-4fea-8204-7d817b70b053,Cologne,Frequent,Separated,139.0,M,8827.451168035466,3.5309804672141865,0.0034923794196426,1.0,2011-10-21 00:00:00,0.0
3bb9affd-cbff-471f-8ccd-f4748fda5f9f,Bremen,Occasional,Living together,16.0,M,6932.749070607497,2.7730996282429987,0.0927129009770501,2.0,2016-07-01 00:00:00,1.0
abbf59e8-926d-4603-86f5-f5811182ccd3,Dusseldorf,Standard,Living together,Not avail.,M,8336.287866329405,3.334515146531762,0.0113758408843248,1.0,2015-05-06 00:00:00,0.0
ac401e80-3ed0-4cc4-ac8f-bc2fcc1f9db1,Essen,Frequent,Single,96.0,F,,Not avail.,0.0078253199565384,1.0,2010-10-23 00:00:00,0.0
b947a7f3-0416-4c50-b3a4-d590dbefbecd,Essen,Occasional,Single,21.0,F,9179.163220564356,3.6716652882257423,0.0711947001692725,1.0,2013-10-11 00:00:00,0.0
30c214fc-9a94-4519-9e93-6772a9eeeea7,Cologne,Standard,Not avail.,1860.0,M,8596.589948389532,3.438635979355813,0.0088449835421415,1.0,2009-08-10 00:00:00,0.0
661447ed-d5bd-48c2-b7d1-a8f583983a15,Hamburg,Frequent,Living together,111.0,F,6857.989482893937,2.743195793157575,0.0046018225897714,1.0,2015-05-05 00:00:00,0.0
ca26ac7a-4415-405a-881e-8808dcf7e384,Hamburg,Standard,Married,44.0,F,7555.210791422909,3.022084316569164,0.0147639497621768,,2018-03-24 00:00:00,0.0
6b3b8b2c-f1a0-4c59-b395-6ca2fb42e76a,Berlin,Standard,Separated,53.0,F,11051.476224752354,4.420590489900942,0.0231527592148006,1.0,2012-01-29 00:00:00,0.0
3325a1dd-1b44-4440-93f7-bd8901ddbe11,Dortmund,Occasional,Single,16.0,F,7780.735151071568,3.1122940604286278,0.170778917429475,1.0,2014-04-17 00:00:00,0.0
2f2577e9-3361-4f7b-8d3c-34dd77a35abf,Essen,Standard,Single,35.0,F,7637.248320890393,3.054899328356157,0.0451577959160901,1.0,2012-10-27 00:00:00,1.0
c8994b87-2177-4b1e-b336-42e34b428ecf,Stuttgart,Occasional,Single,15.0,F,7659.696397707341,3.0638785590829363,0.0683252778159483,1.0,2011-12-18 00:00:00,0.0
64be23cc-2c2c-4516-95b6-5ce8e7826f93,Stuttgart,Standard,Single,51.0,M,8663.987645035033,3.465595058014013,0.0092809071508956,1.0,2011-01-27 00:00:00,0.0
f27967e0-d06c-4ad1-9b45-555d5984207f,Cologne,Frequent,Married,2760.0,F,7542.706944925898,3.017082777970359,0.0053933871203586,2.0,2009-10-21 00:00:00,0.0
75d957b6-7bdd-41f1-a588-6e8614ccc477,Essen,Frequent,Single,99.0,F,13081.307426090663,5.232522970436265,0.0047537419258457,1.0,2011-02-13 00:00:00,0.0
dfa34795-d31a-4bea-a083-275fae3b82cd,Essen,Standard,Single,61.0,M,10489.94573174191,4.195978292696764,,2.0,2014-09-01 00:00:00,0.0
ccb023cb-687e-48d5-ba40-393563700bfa,Cologne,Standard,Single,1470.0,M,8392.59295495879,3.3570371819835163,0.0204937671843164,1.0,2008-10-24 00:00:00,0.0
63c83606-8b0a-42a1-9874-1e1d5f7a7f60,Stuttgart,Occasional,Married,540.0,F,7414.239728764523,2.965695891505809,0.0835708319835605,2.0,2008-08-03 00:00:00,0.0
df9b991c-e5e0-433c-a2de-5fb44f43d8a1,Dusseldorf,Standard,Separated,44.0,M,6669.260270531863,2.667704108212745,0.0233370901631615,1.0,2010-11-30 00:00:00,1.0
836e25dc-b72d-41ea-9e88-9129d8499bf1,Cologne,Frequent,Divorced,3000.0,F,6805.723984952469,2.722289593980988,0.0058808612794124,1.0,2009-10-04 00:00:00,0.0
ec4e8cba-6105-439e-9b64-c81c9b13203c,Cologne,Standard,Not avail.,61.0,M,Not avail.,,0.0310726301569065,2.0,2012-10-01 00:00:00,0.0
89d0f6ec-4f6b-4aa6-9972-14c0ed54a1b9,Dortmund,Standard,Living together,74.0,M,7126.371151779098,2.85054846071164,0.0068701182482694,1.0,2014-08-06 00:00:00,0.0
