user_id,account_id,total_spending,average_order_value
ef0925ed-769f-4f43-adc6-82cd6e98835a,1,7468.939967847207,225.0
ec0ff8c3-bb69-414c-8990-ab3ee9d98d43,1,1495.7948411594755,299.0
4014dafa-879f-4ce7-919a-ad95686eecf3,1,49358.19914536111,238.0
0d4d071d-f593-4234-9729-80efb8c10a9a,1,30301.708956269296,119.0
13af458f-3dca-4083-b72a-c4797e211142,1,33005.0261132955,334.0
123c742d-ada9-41bf-84a9-b634035598ef,1,Not avail.,268.0
dd7be899-0b58-499f-8911-4b47b8801a92,1,,159.0
28264dab-3320-4013-8fc2-c69feec42c51,1,396.96238845553455,319.0
44623e6c-9c51-4bd6-8476-2d75bf7e0675,1,,110.0
4c2c49d1-dafe-45cb-8291-1ea62269b9f1,1,Not avail.,329.0
fdbbb58b-1524-494e-9401-9bcc76d35e69,1,21992.84897377395,156.0
0e9215c5-0ff8-479f-9509-658aeebfff75,1,22217.61206593687,79.0
a7d8fb29-5ea1-4915-b6e9-5447dc2bb53d,1,19969.51332078031,241.0
b96fdad6-fa76-495f-9410-a61438f43dd8,1,26933.30414879995,328.0
c9214926-04fb-415c-81df-22782c5526ab,2,14034.237425218047,78.0
eccc6374-86be-4fe1-a3eb-d08310e79f47,1,20708.639433046978,259.0
f01c4ece-fcdd-4ae6-8038-ea36a6fbeb09,2,4962.959991146499,182.0
12e2e209-8863-4cdf-a50f-72da0fab3dda,1,27451.444993693338,313.0
3bf3991e-ec2e-446a-92ee-13086c135a70,1,,97.0
74c5498d-36dd-4257-a4d3-8008c44959f7,1,13275.756151090303,78.0
6dbe82b1-3761-44ef-b83a-50351a421478,1,22950.10792147013,
e61888d4-0660-473b-942b-50658fbb518e,2,26090.907646627595,215.0
37418366-7d94-4201-97bd-f794fef58352,2,18334.79147828813,181.0
960380b0-0c92-4180-882d-86ff264f1e15,1,19103.80634206824,166.0
86c2ef04-2037-4134-ac62-b4d390784694,1,9458.190782478048,147.0
20754561-199f-4007-a897-c69f3beca482,1,13013.758838329382,190.0
8279ea76-cd36-4e2c-97b3-0b906a54eb39,1,44027.32759704313,300.0
a9542d40-7684-4b74-899f-4c771a2e0f2c,1,19712.764247730986,277.0
3f3d280a-5653-4616-af7f-867dbc09881e,1,,283.0
1d767fca-5f1a-4ce8-a45c-3713a982be52,2,20950.04020504801,170.0
5bededec-709d-411a-a942-47ebaaaad3d0,1,34556.907484580224,272.0
37c06829-d1b2-4c96-ba98-cd29277674b5,1,32068.95390054899,274.0
19fc680c-0080-43b9-8e4f-066305d0583f,1,6910.606294884737,96.0
c741adc6-b28f-415a-b5d3-c5b8b97f5934,1,5610.721533168024,132.0
8eee094e-4e90-41a1-ad60-a3378d6bb461,1,20349.278895774238,278.0
d291a28f-bb3d-4888-bf44-41c879adca39,1,7613.781404630852,90.0
f3788127-a3bf-427a-8319-841f8614fee5,1,17355.493097444363,164.0
fef8eac1-84a8-4882-af89-cc53817039a2,2,9086.403712750318,123.0
666f16b2-4517-4b5a-85c5-1150643506f1,1,40323.88322822938,325.0
70386886-a38a-4a5f-958b-7cb53ca425bd,2,14860.496261167209,225.0
ad3157ae-535c-472c-a7d0-43af6fd4fd55,1,12987.242505869764,140.0
a30b6b95-7193-4522-8504-4ab1a0fe9650,1,3018.666778727793,93.0
d820566f-b5ea-4ea0-9909-e9cc379bac78,1,36376.52404416655,307.0
ff0d7044-9d7a-4510-85e4-90cb84a5e5e6,1,30043.74389470197,165.0
ca6522d6-8210-4341-b5ca-bda5146c9e86,1,22322.56592330974,316.0
80581cba-598d-4de8-bea5-807e19d4995c,1,26246.81647355108,244.0
98942fb4-c434-4ea1-8cee-e52becb8cc80,2,31288.16969682224,54.0
6af5cd71-8992-40bf-9735-4955f87cda8f,1,20932.91558015739,191.0
e61888d4-0660-473b-942b-50658fbb518e,1,6784.895288945125,245.0
059d3809-38d9-44b4-949b-c9ea534933d0,2,9227.278777708356,106.0
4149b2fc-efe4-4f4a-9007-fc643434b047,1,24257.83679334451,353.0
da3a770a-8c36-4d73-a5a1-eca272a1aaf1,1,35537.109781206724,270.0
4ea85ca7-a814-40e6-a8e8-c0aa70ec072b,1,21006.75786959369,87.0
ebc7ab64-fb92-40f1-961c-804114576d95,1,72053.99480473727,299.0
d8c9637d-6438-4444-9993-835b0d355a72,2,8105.721363884201,107.0
1d83dec4-8345-4a65-8155-b5a00ce9ae42,1,10000.029505673092,Not avail.
5e57cc9c-39eb-450d-ba9d-aa2a64a493f0,1,12441.05431941752,170.0
ec4f0e30-c171-45f8-af57-e08eb94dc7f0,2,29631.663428485863,97.0
970bee70-540f-41d6-b6ec-192c6b20cf55,2,13128.924861520147,295.0
c5659222-e90d-412a-be21-3c972a6e2fed,2,35040.119787027084,226.0
72d9f69b-f343-4b2a-9a34-537ca2177b94,1,25902.832848585156,181.0
11d85ee2-226a-45f1-9174-9c89e8fa0276,1,549.9578750569334,245.0
1b86308b-ba87-48fc-989e-3b320641c593,2,23111.81753633048,234.0
210eb582-5887-44bc-8dc1-4fadae7bdea6,1,23318.2393533114,219.0
88cf5c60-16ec-4511-810c-a1caf8beb04f,2,21970.874907500503,60.0
0ea54f28-8bce-4632-85ef-6608dccc6d71,1,14663.56793672957,248.0
0901ca14-f53f-44c6-bd0a-db155869c294,1,13802.331263524744,209.0
97d07fba-bd22-402b-be0b-63ba01d8350e,1,40069.54729965094,219.0
9c81be46-c5ee-444e-bca4-91718b44678b,1,5632.636636648149,Not avail.
89a3f409-2a21-452e-84b4-e2592930f407,1,27963.155500090357,383.0
f90a79a1-92a5-4569-966a-d990dfc35e14,1,17804.153167313398,215.0
28c98c07-9efc-4bb9-9c8c-4e99b2bd376a,1,21060.28971735942,
2561ea90-b87f-40cc-a3ce-ea1da8a7fe3a,2,25330.41451252539,164.0
b1876267-d421-4b73-b3d2-ba916fe785e6,1,12104.033779279873,222.0
b98e31d0-b132-4229-9a55-fd4138658d36,1,9192.46974229412,237.0
9bf74e3d-ea29-4abc-b890-4c05b12659b5,1,5962.806813737776,203.0
c4320f74-2c5c-4d55-be75-af98289f14bb,1,7289.376426102135,
2dd3027b-f594-4d57-bc5a-2ef5f5ed30f5,1,41817.75896874318,308.0
f409f3b7-cf50-4424-a5b5-0d8fede3045e,1,24660.18107773664,
a2bcc693-5919-4d2b-970b-7a7dd7199774,1,22703.537809735815,168.0
f8a117b5-a8cc-4227-9f37-11e932a96f0f,1,16919.667056438007,
782ff595-d1bf-4c6b-ac8f-f800b08067c4,2,30838.389353845112,Not avail.
76953939-fed1-41e7-97d3-511249254bea,1,19460.689612883318,221.0
aefcb293-bdea-4971-ae1c-cf7598b63d4a,1,35129.133679873754,331.0
31ac90ff-23bc-4150-99e9-6e72a0d75a6c,1,7531.031234505434,193.0
a4e1905b-6cf0-4402-a0ae-6747d12c3e01,1,8401.458139411907,220.0
fd54ec60-390f-4f34-8f0b-19f85ebde640,2,14008.948928105609,206.0
832ef938-1c4d-4adb-a43c-7f113f04491b,1,19441.282753234256,134.0
a9dbe709-6fc5-4127-b731-ae29d3cdf755,1,12939.604527575311,192.0
5c46274d-2d9e-416d-a927-0590cd88b3a7,2,27276.172285027187,325.0
477a93d7-0520-4792-9136-5e4353ea974e,2,7964.74508534853,181.0
fd6fcfad-0620-4af1-83c3-b1cdcba1ed49,1,10036.171297591436,329.0
6c0823a1-77e6-4382-a809-a447d96d7725,1,41227.0641643875,377.0
26aeb46c-4526-46ee-815f-001777e9b94d,1,25891.683761588338,290.0
a1973957-d198-4e82-9f8d-b23132d35e83,1,29340.543848246933,285.0
31d0ab39-6477-42a6-8b4e-fe6378c38bb0,1,40973.25529339133,199.0
068da885-d2f3-4b83-a59b-32aee6701729,2,12318.436177178774,178.0
f022175b-a2b7-478c-ab76-d0ea1b8ffecb,1,34832.32505183718,175.0
8ce84a4b-fe1f-4451-933b-f7c17cf151d7,1,21438.21887276033,Not avail.
6f0f7fbd-7b77-46df-a138-1f589be05372,2,6577.996959674484,129.0
c510499a-fe3c-4f9f-9fec-9785cf54f580,1,25898.64516350932,311.0
55c99e3a-22db-40a7-a031-ad6d4432b8ec,1,41253.57193040801,430.0
c3a13bc5-3341-498e-8dd5-01a7737c6844,1,30294.415255059663,147.0
ac4e97c1-dc03-4224-b0bc-6f0ec249c208,1,14943.340369415451,219.0
c15e1ce7-cc38-4c7e-9ce8-8f12e95fe293,1,24062.550585016765,269.0
40ce8752-d2fd-4b9d-b6b7-1ef634683f29,1,33086.27593245322,188.0
c0cd4a19-e7f4-49cd-a9d0-7e8a02348fd0,2,9552.43314071474,139.0
192af2ad-4e47-4e52-8598-581d4d45bd83,2,16218.572491342518,126.0
4f12b6f6-0a85-4202-bb88-4d96d9533cb3,2,6039.540197083651,211.0
f517ab5b-21b3-4ba9-b9a8-5fc6f49b7d86,1,30617.495700253,142.0
e23a7d51-f549-45c1-8278-56f6a198d2b2,1,14008.896383763093,148.0
46658db1-1747-42af-8683-f98c34e411aa,1,11035.776034358043,224.0
e7d73aad-66f9-4bee-b1b9-bbd6f70e2ee4,1,16153.963250221554,243.0
89150d66-f563-41a9-903e-f080d8420542,1,15697.878729853262,126.0
f2014caa-8c1d-43c7-ad13-f664b0e29f0b,1,37238.63659934791,210.0
f7420ebd-7f9e-47e8-8e14-7908401da09d,1,15875.91860817873,191.0
c7d154f6-3dba-4635-8e9e-d9447e9f61a5,1,11438.31176291364,280.0
8e191b90-f921-4e16-ad90-6d2b9af58d1c,1,7311.285651281229,188.0
8b000155-2e23-4f2c-8d39-07a9b8a964a1,2,31134.694151220654,212.0
fd839426-471a-455f-b166-3afc0daa0499,2,1403.5573070505766,191.0
10879e85-69b8-4d11-ae80-0ef4643b4550,1,9968.728260277965,216.0
43574076-8ec9-49fe-8c88-bc26c2c98ee1,1,23610.566169963768,213.0
1892e71d-7919-4f3c-9c35-bf4727c6f4f8,1,8438.230029589206,144.0
9df1219f-3d7a-493d-bf27-95ce6fb34e79,1,33672.05653410709,196.0
de1d1b5c-0590-49bc-8495-54c144c57a4c,1,18580.13936331624,222.0
2f66b5cb-2b4a-400c-8c57-c25019170f7e,1,10907.639233151074,147.0
3dea53d5-42cf-4d76-b12b-d7251d61008d,1,35604.135961388005,293.0
401eb5ab-c59d-41c8-bf1f-d8ee6b4a8468,1,29955.403233534733,188.0
8f15d0c4-2b0c-4cce-aca7-761d3f8f0d29,2,2229.943654894434,271.0
92911fb4-ff20-4c2d-99dc-166837a0666d,1,28454.65231219084,100.0
863b9518-ddd0-45f2-bda3-23fe25e2bfca,1,8960.327895167586,192.0
afe3d8b6-c659-4fc4-8a12-69fe6324ffd2,2,806.794104001098,230.0
7fa9ebc9-5518-47a7-9a6b-23e5f348641a,2,19747.267935635595,183.0
2dac2933-7534-4658-afbe-618d13203227,1,45287.40838550203,303.0
26de9567-4ea1-4ed0-82ae-e8a475c9b52f,1,,168.0
ce725163-1c93-472d-a7d2-fd5944247d75,1,9271.35336864468,120.0
6e4d3236-c83c-4d14-aea9-66dddb7be4fe,1,27566.03490827217,221.0
d88db041-888f-423e-b853-ecf7b5a05a84,1,23650.824513692507,256.0
0c7cfd8e-86c2-4ff6-92df-c014730c6c3c,1,15142.382653503191,178.0
40849e3b-af98-4007-8ad9-22e743f599a7,2,7074.9206876310445,121.0
f47e0282-e313-4fbf-b146-3a4eb67c3e60,1,23852.40502201202,176.0
5dc3466a-7561-47cf-bf99-2498ed3c6121,2,1738.4225129243484,303.0
8f2568ae-72fc-4051-b548-df8ada7dbbcb,1,23743.298597870573,219.0
633cc75b-690d-4e26-a798-24cd6c20df78,1,6604.546128250688,172.0
3327e94f-9487-441d-9341-082d9fdfcc5b,1,18214.72331327506,284.0
52111579-2cb1-453e-bb70-298097da8924,1,7088.483353770451,151.0
d7b109b0-3da7-4229-9dce-1d12d59e4550,1,2152.1903063641103,104.0
db512db5-5c15-4fbb-80c5-34b8b5362aa8,1,3859.2445953288393,130.0
7fcd8763-5706-4798-97b3-4f2d8630894d,1,6235.883121504164,108.0
2250a4dc-881a-4ebe-b312-6db65edad615,2,3031.3107069434227,151.0
6433e45e-f146-4629-b17e-a6bb67d38f13,1,17605.975272523436,353.0
e1c66184-e51f-4fbe-aaeb-90fb9e3076ea,1,19557.652666574097,137.0
eeb2cb8e-4c3a-44a9-95d5-8006a9373d5d,2,18506.89613747484,190.0
c5032b6e-ed21-478f-8781-2846b39903b9,1,14308.58010919628,214.0
4d32aeec-3bf6-4781-9a9f-9d36bc800d0d,1,13982.77057594002,262.0
3f11bdde-73e8-479f-8684-809afb83411c,1,5252.219822863732,165.0
3340afd4-fc3d-4098-af2f-3af7adaa95e6,1,19470.487322383105,256.0
abbf59e8-926d-4603-86f5-f5811182ccd3,1,39957.08617652928,250.0
c89eb0e1-4874-4ae3-92dc-3370c2d426b0,2,2540.6306529309754,170.0
1a5c990c-0174-4117-bf14-9af169614407,1,33845.14967923338,68.0
1be7f6d5-ce2b-4562-8f32-0b88ba509499,2,13692.930330547126,149.0
00a507b9-a922-488e-8089-092d02601e5b,2,1765.9384319609164,264.0
d80491cc-3ca0-4854-beda-53fd2aa67bf4,1,24301.031024784672,66.0
3412a3dd-f71b-42a2-b551-6e6ab0b49fd9,1,28746.89175102124,292.0
67eaeb15-e501-4d2c-a3bd-c208084a625b,1,35819.1251435362,254.0
2d0d30ed-41fd-4d17-ac74-42b8662351fc,1,11612.190042599535,164.0
a55e29f2-6fdd-423b-befe-6428e8af70b8,1,32965.61675971697,328.0
3e3849c4-a227-4dd6-b45c-d1f9a65ad050,2,3173.66210717038,
491d0db9-bdc4-443c-b492-b45ad2348200,1,9709.096683563756,120.0
6f02b16b-d26c-481d-b8f9-52b796f162d1,1,5206.814206698084,244.0
5f2e8526-d56a-4ab7-bbe9-5e8c8de9efa4,1,15974.522882107638,241.0
dbe2c7d4-cab5-41b0-964a-9eb309a99783,1,17268.81723173354,118.0
aa468308-f8ef-4142-8f4b-093da3c96f39,1,37410.79535790895,151.0
48fc1b9e-20b2-4e9b-9256-68eeea073402,1,2068.815226500953,211.0
0c01f725-de8c-4882-a3e3-ac8fa05b4959,1,27476.310068891904,201.0
2882b9e9-7c5e-40e5-b1a6-63f227ebd6e5,2,16059.712233873099,234.0
9fa46d4f-8234-4376-9095-33c6b6f3ce9d,1,45849.50689876366,280.0
dda2ac05-2d64-4685-aae8-dcd24c3c7fda,1,25096.749098421664,355.0
5c43a209-6e2b-44a2-9017-4a419df04bf6,1,8847.130151544745,129.0
b7bd7786-8311-4acd-9240-c6c9acc3e969,1,31077.345992890823,203.0
b350862d-0ad2-4e0b-b0e7-480fdd20ff43,1,22169.503471348224,Not avail.
2bfc9c5c-9b50-43ee-8931-6f7c56a2ec1e,1,31002.91630676269,249.0
9e546f39-4b4b-4671-a775-d1492b1576a3,1,43561.63127614741,309.0
4c7f6cc9-9a95-4044-a0f3-5d2174db1fba,2,8610.085341769562,258.0
4344d410-e848-42bf-91ff-86da0759ffbd,1,39573.13029786183,195.0
b25b85dd-07f2-40d1-891f-e1fbfb0e7d85,1,29931.861891210985,289.0
c6befd9a-4753-4466-ac48-f5010b6a7739,1,40012.029428860355,335.0
34f757ea-866a-443c-abab-3111f45fc028,1,49573.659565679554,316.0
e4e45df7-4402-42ae-95f2-84c0ab0e83ad,1,36518.44462971177,232.0
c622ae85-cc95-4fcc-bafc-9fb6706949cd,1,30962.33735411505,170.0
ca68a30c-85ce-453a-bd53-b050ca085df9,1,12434.373238246671,147.0
b08b5887-61c5-4f16-b06d-5604a680e305,1,43373.64553890292,330.0
c8d6dd4d-296e-4c3f-a2f6-6911eac23a1c,2,,96.0
fd0ae707-34ff-424c-bbd7-a2273a61f6e3,1,7526.706174947672,67.0
5abc4fe3-5ff4-4550-8c39-f9363d49c87b,2,Not avail.,191.0
851f5837-573a-4718-a8b5-26549b6a3f72,1,29218.092757162693,195.0
30b185e7-0d43-4bf1-bf09-a0170ecf9e95,2,8217.026810340141,156.0
a8232691-dd9d-4994-935a-76b78412f095,2,14067.859908283748,96.0
ccfa5dab-9147-489e-8f30-8ef4373b742e,1,33092.2748643185,234.0
389a5693-9bc9-47f9-9aec-4ea30c4db80e,1,,287.0
ac63a95f-60b4-4f72-b2b3-bf74d058dd60,1,35522.358769336395,Not avail.
8d557cbe-8c06-4b35-9354-a9af8df709e4,1,39672.771548230594,272.0
b3d67f3e-ee10-41bc-9a32-061cb1c60223,2,6471.707510158505,61.0
713fc0c5-8b45-42cc-9380-5bc9c8f1316a,1,13502.81546711158,232.0
a786a354-49f5-48cd-a666-f65facd98e3f,2,7260.266042141119,158.0
1ede23cd-8ed7-44c4-a382-d687272a245e,1,,449.0
90a63722-5afd-4788-a135-24908ef28baa,2,764.6520538153192,229.0
1829c8ae-ba78-49e7-8a8d-b72ff95e6267,1,57136.553964815466,352.0
018e3081-6f81-4aae-88d9-49c5be5456f6,1,20390.592258689096,334.0
67d70140-5dd7-468d-b815-cca6920f9393,1,4057.0634161145017,159.0
1e986c3c-40f5-4eb7-8dad-32225f48532e,1,21813.877347521862,182.0
428ad618-4544-4204-af11-f95b3fcf09a8,1,46431.129317685016,156.0
72c62be5-9f82-496e-9e0f-45693f243dba,1,37023.9452581709,212.0
3671cd62-dc88-4255-86b5-bc70e2388c3b,1,24248.799261295317,122.0
f9690e0c-66b9-4d78-a33c-80e860058666,1,34605.95757693064,287.0
430178cb-f1de-4303-bfd0-2aa59dc657c9,2,7808.753514939427,282.0
063edaa8-362f-4700-8e27-939035dda3f2,1,36206.80070112922,230.0
f1cb597f-f9d0-4fc6-b505-56f129dfbd7d,1,15777.810381258214,257.0
73959c41-dec4-4340-89f1-4dc7aeb5799a,1,26834.271595231687,162.0
f63c9a7b-1d76-485f-9ddf-1222d0407951,1,1395.7732401354122,167.0
8698bf62-653a-46aa-a6e9-309249e7a89d,1,33162.21858442793,106.0
61b31882-38e0-40ea-a962-d798277c9961,1,39392.976097274535,60.0
e2e9e56e-fede-44df-95b0-784f8f370339,1,31643.851784293827,137.0
0c59fcf0-dc52-4fe4-b255-6c9c99119771,1,6289.073667528741,255.0
5b7e70ae-adf1-4e8b-94b6-62a2c3642ca5,2,20100.241778908196,281.0
720db664-c5e7-4c6c-86ec-091d2fb255ef,2,20142.978593840784,190.0
dceba1fe-5742-4a3b-9586-a8d7ff91e097,1,34508.39802912772,
053a3b08-db3f-4e9b-b606-e9eb56842a93,1,22712.896518251677,219.0
20599511-21c3-48f8-bd93-1b4bca813274,1,40999.51920370851,241.0
1211d7e5-3611-4589-b4d5-f5c1d7c2a905,1,22292.035122869915,199.0
f884e984-7ec2-4735-bc15-9a0a80b5c2b3,1,5258.439083005966,190.0
b6e1aa59-1442-44e4-b619-3a5e653773f4,1,38309.45073191603,240.0
8c5095c3-16bc-4bd2-b75a-ffc9ea5510a0,1,38357.48843962186,360.0
1d1912ae-472c-4caa-a744-086bcebbfd12,1,17694.325868629174,175.0
6fbba568-97c4-46c3-9268-42e5dbb14d9f,2,12524.620797576641,180.0
b6092385-f590-4032-aea1-933ff40c5436,1,4387.6501032091965,92.0
5b8c33c6-9f0b-4eb8-a9ff-b426e1586c78,2,9413.836630679421,96.0
f7db31d8-3b17-4b95-85fc-8a35f80bc35d,1,21891.78487616643,213.0
9da6d436-d2a0-4b2b-85cd-174dd3527eb5,1,38007.68306372951,369.0
00b35a44-fe34-428f-b02e-f8bd90f54c6f,1,16127.715721852826,240.0
efd068d5-8faf-472f-8bf2-5c158ff1b1a4,1,9857.99203887801,326.0
2c5a3730-f1c7-47ef-9aff-c2cf22b4c411,1,33395.18727081372,157.0
dbfbb34f-afbb-46e9-ab23-1818981c7fbd,1,42180.18966174063,265.0
58713420-1fa0-4c39-9a16-dde76c19a01e,1,8849.304372131335,249.0
a273e5a4-b454-41e0-ab36-8bae126e2252,2,29347.220271522583,134.0
eaa96555-a810-46ba-b3d4-767589ab0fde,1,1367.3031889790363,203.0
185e424b-752b-43db-a2d8-0b51132d6b09,1,36132.18388756644,156.0
e0456aff-b3f8-4d8a-b49e-f449274294db,1,5392.932473317357,128.0
c1d6c5f2-e50c-41f2-83b1-a316493bd350,1,13057.40596805763,209.0
77f27f55-81bb-4a58-8dd3-37f95d680617,2,7631.515013697929,296.0
e90a6102-d921-4edf-bb51-062be37aaa40,1,5374.49909046541,231.0
8520e4c5-509c-4fd2-beef-ad1557c147ae,1,2869.2525735854724,174.0
28dc83f1-8116-46d6-9955-1296c403090c,1,1047.4818464307366,177.0
a9b3c2be-3c78-4c9f-bbd6-8096662a4afc,1,22830.879231344486,178.0
6dcd2bb0-8e19-44d5-8211-27ab5eb96f67,1,15835.604511767897,257.0
da2621a6-441a-45de-adbd-fdbd6e4fd917,1,25754.35151556312,327.0
0e8b144e-8b04-47df-a9f1-ad4f6f3f41b8,2,1527.471969989537,234.0
183d736e-4563-482d-8668-344f0f33dc57,1,31473.22139480684,296.0
fd9fd328-b934-4e6c-bae9-d7799d4b4f57,1,1184.7035943164208,166.0
a3c6c951-bd05-4377-bfe8-6ed180ae91cb,1,29986.125520217432,330.0
9b8d241e-8b4a-4b70-a462-6d13ce4718b4,1,10189.992547573936,233.0
6a214851-9bc3-4359-a805-bc03b4efb9b8,1,6432.125781028921,290.0
c74ffb46-a0e0-4b39-9637-615f45f47a07,1,13523.709843508148,126.0
b871488f-0d35-4f1c-a72d-56ea453c5697,1,17829.089753331642,249.0
2eb009a0-d72c-4b35-a12e-9a0a91cb5db3,1,34081.55035471426,111.0
8b8c7ba5-2a71-41d3-85ed-d576363fac1b,1,Not avail.,162.0
e6686889-ae19-443d-ada7-036704675c4a,1,34764.823876522976,64.0
78f689ad-2d0c-410d-89bc-b7c8b99f5e87,2,3043.328787547126,118.0
397f829b-c7be-4010-97c3-441e911fa531,2,24676.169276057044,Not avail.
7f8d65fe-352a-4bd4-a3e3-444fef923ad3,2,7001.928829702151,225.0
be0c94ac-7bb6-4cd4-8e3b-903ab0c3a4d1,1,26427.421962573848,402.0
f9b0b073-6901-4344-8960-10ffcc17fac1,1,18245.26455420705,240.0
1c923ebc-1460-4061-8836-b6f58e6de5e0,1,3360.828477448555,235.0
71b80be5-2912-4790-9e91-31c20a13b0b2,1,18868.302332696465,132.0
1784a52a-9860-48d2-8a30-0b0dd89806e5,1,13261.901824024391,
aebf9f6b-3b9b-4831-920b-9c0d4fc016fe,1,11855.136080320955,148.0
b7bce341-e47f-4fa7-99f9-dee610e0294f,1,22349.92541899928,151.0
1cb22e95-18ec-481b-8dcf-421baead06f7,1,22871.00016995995,108.0
ec059920-cc9a-4d1d-ab96-dd23905101fd,1,40573.17445422918,124.0
ebb18b98-1aaf-4e84-a0c5-5acd87d9c24e,1,9780.746864935818,229.0
38c91935-c102-46cd-8f11-5b1a33e57079,1,30177.36960511738,284.0
9db0422b-c751-4065-8c01-664b305d90ca,1,19932.93812542776,Not avail.
3bc66ed8-2bc3-4d4c-955b-883d15155d69,1,10922.063360493416,238.0
c183cfdc-fc3d-4822-b9d9-602ad22bcb2c,1,13569.018785258726,191.0
7ed4bda0-ee1a-4c5a-9e81-9432cbfddee7,2,29532.77493771226,240.0
cee2b78b-059e-4b5a-ba0c-85a2a52d199c,1,27404.79010570324,Not avail.
7fcd8763-5706-4798-97b3-4f2d8630894d,2,7523.246921202078,94.0
74dd7300-0140-459a-be6b-c11e14718a5e,1,9940.817738551084,129.0
2b0491a5-6a5e-42e2-b44f-5fcad8ff1981,2,24113.74731375812,349.0
b53ea0d2-311d-4332-a5e0-ce440d6715bc,1,38613.74192558333,Not avail.
fbc087a7-7a49-48e6-a463-38ffb2432323,1,2999.9877681490225,243.0
9a024263-6cb9-45d9-ae48-8c66c3d76e68,1,42139.25657705872,276.0
bfdd5276-13de-405e-8a69-f26bf5a7a6d4,1,29647.558405043532,269.0
162edff7-a9f0-4636-8617-2119d4f50a19,1,22839.64210880762,171.0
